date,hour,USD_per_MWh,wind Hatchet MWh
1/13/2018,303,21.06917,0
1/13/2018,304,28.60149,0
1/13/2018,305,36.94365,1.01061
1/13/2018,306,51.94244,2.02649
1/13/2018,307,50.77738,5.8608
1/13/2018,308,47.51759,4.66101
1/13/2018,309,44.10112,6.01371
1/13/2018,310,37.94072,2.36263
1/13/2018,311,33.84258,11.4144
1/13/2018,312,31.44166,10.4177
1/14/2018,313,31.99597,10.0689
1/14/2018,314,30.52797,10.7696
1/14/2018,315,29.81112,13.5827
1/14/2018,316,29.40099,10.515
1/14/2018,317,29.68804,4.5118
1/14/2018,318,29.82955,11.2372
1/14/2018,319,33.53552,13.5965
1/14/2018,320,30.82927,0.600934
1/14/2018,321,28.43016,0
1/14/2018,322,23.27108,0
1/14/2018,323,21.72817,0
1/14/2018,324,20.99782,0
1/14/2018,325,19.81934,0
1/14/2018,326,19.98,0.1412
1/14/2018,327,22.82344,0.0719461
1/14/2018,328,29.38761,1.60525
1/14/2018,329,36.34693,2.78231
1/14/2018,330,51.06852,5.05604
1/14/2018,331,54.06587,5.90792
1/14/2018,332,49.13298,6.73725
1/14/2018,333,43.43613,6.26689
1/14/2018,334,36.21089,3.57126
1/14/2018,335,32.81719,5.9401
1/14/2018,336,30.80989,5.54294
1/15/2018,337,28.23198,8.45515
1/15/2018,338,28.08361,11.0658
1/15/2018,339,27.7432,11.0073
1/15/2018,340,27.40626,13.3847
1/15/2018,341,28.87462,11.5999
1/15/2018,342,30.59888,1.9644
1/15/2018,343,38.19195,0.107976
1/15/2018,344,44.29831,3.55367
1/15/2018,345,33.23151,2.61501
1/15/2018,346,28.8183,1.20308
1/15/2018,347,28.01792,0.0900538
1/15/2018,348,26.63408,1.12582
1/15/2018,349,27.25514,1.23046
1/15/2018,350,27.98673,9.78195
1/15/2018,351,28.65867,12.5103
1/15/2018,352,33.67869,13.2982
1/15/2018,353,41.69089,13.6
1/15/2018,354,56.47194,13.6
1/15/2018,355,50.08943,13.6
1/15/2018,356,49.23459,13.6
1/15/2018,357,46.53945,0
1/15/2018,358,37.43884,13.6
1/15/2018,359,34.43689,0
1/15/2018,360,32.2943,0
1/16/2018,361,28.72901,8.93603
1/16/2018,362,28.72326,13.1005
1/16/2018,363,27.73746,0
1/16/2018,364,26.44704,0
1/16/2018,365,28.30152,0.632756
1/16/2018,366,30.98677,13.6
1/16/2018,367,40.68023,5.46364
1/16/2018,368,42.87597,0
1/16/2018,369,35.17248,0
1/16/2018,370,28.82387,12.6808
1/16/2018,371,25.79981,0.270958
1/16/2018,372,21.59141,4.31786
1/16/2018,373,25.88848,2.82482
1/16/2018,374,26.47718,9.44896
1/16/2018,375,27.68704,13.1611
1/16/2018,376,31.16679,0.926919
1/16/2018,377,38.53598,13.5923
1/16/2018,378,52.66609,13.6
1/16/2018,379,49.14457,13.6
1/16/2018,380,45.26926,13.6
1/16/2018,381,44.17063,13.6
1/16/2018,382,38.26654,13.6
1/16/2018,383,34.22272,13.6
1/16/2018,384,32.95607,13.6
1/17/2018,385,30.85317,13.6
1/17/2018,386,30.32317,13.6
1/17/2018,387,29.88174,13.6
1/17/2018,388,29.66353,13.6
1/17/2018,389,30.17367,13.6
1/17/2018,390,35.48142,13.6
1/17/2018,391,45.71392,13.6
1/17/2018,392,46.04063,13.6
1/17/2018,393,31.99907,13.6
1/17/2018,394,24.90392,4.14793
1/17/2018,395,20.99322,13.5989
1/17/2018,396,19.33443,13.6
1/17/2018,397,18.5783,13.6
1/17/2018,398,19.92578,13.6
1/17/2018,399,21.14563,13.6
1/17/2018,400,31.13973,13.3227
1/17/2018,401,49.1787,13.5886
1/17/2018,402,63.1559,12.2755
1/17/2018,403,66.27463,13.6
1/17/2018,404,60.16335,10.4882
1/17/2018,405,58.19074,13.6
1/17/2018,406,43.83091,4.24358
1/17/2018,407,38.17272,9.82728
1/17/2018,408,36.07169,12.3746
1/18/2018,409,29.85108,11.3491
1/18/2018,410,28.22959,9.02675
1/18/2018,411,27.70994,2.19106
1/18/2018,412,26.50743,1.17075
1/18/2018,413,28.29239,9.61415
1/18/2018,414,35.74236,7.39446
1/18/2018,415,46.75539,4.43442
1/18/2018,416,48.05061,7.40201
1/18/2018,417,33.57052,0.786115
1/18/2018,418,26.15356,9.76908
1/18/2018,419,24.15115,13.1369
1/18/2018,420,21.00844,13.5744
1/18/2018,421,17.20724,13.2817
1/18/2018,422,20.39111,13.4681
1/18/2018,423,24.14492,13.2717
1/18/2018,424,28.63951,13.5283
1/18/2018,425,43.81819,13.5909
1/18/2018,426,57.55437,13.6
1/18/2018,427,57.09309,13.6
1/18/2018,428,50.78005,13.6
1/18/2018,429,48.34512,7.73782
1/18/2018,430,38.12591,6.99566
1/18/2018,431,34.30457,9.81091
1/18/2018,432,31.86433,0.705219
1/19/2018,433,28.1355,0
1/19/2018,434,26.12367,1.40098
1/19/2018,435,24.85942,0
1/19/2018,436,25.025,0
1/19/2018,437,27.31632,1.17585
1/19/2018,438,31.5749,3.68422
1/19/2018,439,40.95208,10.6119
1/19/2018,440,43.54504,11.9072
1/19/2018,441,33.4776,4.4477
1/19/2018,442,27.6977,6.12784
1/19/2018,443,24.60598,11.9881
1/19/2018,444,20.37099,8.47517
1/19/2018,445,19.21038,13.4088
1/19/2018,446,18.24344,13.5837
1/19/2018,447,21.67049,13.3824
1/19/2018,448,27.51146,13.5743
1/19/2018,449,34.31347,13.5793
1/19/2018,450,35.30019,13.575
1/19/2018,451,41.26055,5.42292
1/19/2018,452,36.61357,0.14984
1/19/2018,453,36.88305,0
1/19/2018,454,35.8806,0.241937
1/19/2018,455,34.88926,0
1/19/2018,456,29.58647,0
1/20/2018,457,28.58471,0
1/20/2018,458,26.5251,0
1/20/2018,459,25.7873,0
1/20/2018,460,25.76024,0
1/20/2018,461,26.50727,0
1/20/2018,462,28.91391,0
1/20/2018,463,33.73959,0
1/20/2018,464,33.61945,0
1/20/2018,465,25.30785,0
1/20/2018,466,15.64815,0
1/20/2018,467,9.28637,0
1/20/2018,468,7.45302,2.26406
1/20/2018,469,6.69822,3.94804
1/20/2018,470,5.88183,7.01469
1/20/2018,471,8.46542,9.82607
1/20/2018,472,19.59469,9.2155
1/20/2018,473,30.91389,12.2246
1/20/2018,474,35.79329,3.14848
1/20/2018,475,42.49289,10.0979
1/20/2018,476,38.69564,0.0587308
1/20/2018,477,37.13077,0.184405
1/20/2018,478,37.72379,0
1/20/2018,479,34.24325,0.257711
1/20/2018,480,33.12756,0
1/21/2018,481,34.01139,0
1/21/2018,482,32.25763,0.567745
1/21/2018,483,31.14524,0.0543736
1/21/2018,484,31.3219,0
1/21/2018,485,31.89195,0
1/21/2018,486,35.96503,0
1/21/2018,487,38.02451,0.709457
1/21/2018,488,35.888,0
1/21/2018,489,29.85168,0.293903
1/21/2018,490,27.17902,0
1/21/2018,491,21.22098,0.0117065
1/21/2018,492,20.16075,1.32938
1/21/2018,493,17.36933,7.50799
1/21/2018,494,18.38559,13.1778
1/21/2018,495,20.70622,6.70643
1/21/2018,496,28.40546,5.70512
1/21/2018,497,36.01733,0.00466503
1/21/2018,498,47.88226,0
1/21/2018,499,54.94997,0
1/21/2018,500,43.65869,0
1/21/2018,501,41.57114,0
1/21/2018,502,40.04818,0
1/21/2018,503,35.05885,0
1/21/2018,504,31.78507,0
1/22/2018,505,29.92557,0
1/22/2018,506,29.00988,0
1/22/2018,507,27.10756,0
1/22/2018,508,28.00153,0
1/22/2018,509,29.1338,0
1/22/2018,510,33.76426,0
1/22/2018,511,43.3916,0
1/22/2018,512,47.06004,0
1/22/2018,513,33.61568,0.296234
1/22/2018,514,28.58799,8.78518
1/22/2018,515,22.34064,11.1932
1/22/2018,516,25.96023,7.76219
1/22/2018,517,26.82184,7.15618
1/22/2018,518,21.20925,6.78066
1/22/2018,519,21.44561,7.84178
1/22/2018,520,29.69082,10.4164
1/22/2018,521,37.72009,12.8875
1/22/2018,522,50.6689,12.4341
1/22/2018,523,55.7051,13.1987
1/22/2018,524,46.15452,10.2087
1/22/2018,525,44.56638,10.8891
1/22/2018,526,38.41514,10.2848
1/22/2018,527,35.07022,7.84401
1/22/2018,528,33.64571,4.81468
1/23/2018,529,30.09789,4.39066
1/23/2018,530,28.59767,3.49307
1/23/2018,531,27.98386,3.47501
1/23/2018,532,28.28523,3.82323
1/23/2018,533,29.02348,6.1514
1/23/2018,534,35.77148,6.40359
1/23/2018,535,53.15096,8.29775
1/23/2018,536,47.95073,8.87887
1/23/2018,537,32.99665,11.1529
1/23/2018,538,24.89696,8.69122
1/23/2018,539,20.13052,6.10923
1/23/2018,540,16.81301,6.82946
1/23/2018,541,16.79496,5.41231
1/23/2018,542,17.50026,4.60779
1/23/2018,543,21.40015,5.62584
1/23/2018,544,26.59076,5.23281
1/23/2018,545,35.40587,1.43706
1/23/2018,546,52.91738,1.01732
1/23/2018,547,57.4586,1.49113
1/23/2018,548,46.50908,2.80549
1/23/2018,549,45.33707,0.417349
1/23/2018,550,39.77272,1.67748
1/23/2018,551,35.22885,0
1/23/2018,552,32.85738,0.16794
1/24/2018,553,28.36154,0.266444
1/24/2018,554,28.16866,1.66158
1/24/2018,555,27.0755,5.84608
1/24/2018,556,27.16625,6.48995
1/24/2018,557,28.42464,1.96143
1/24/2018,558,35.28451,1.26056
1/24/2018,559,48.45732,0.546422
1/24/2018,560,47.55919,1.17777
1/24/2018,561,29.93867,0.500229
1/24/2018,562,22.93238,0
1/24/2018,563,19.96588,0
1/24/2018,564,15.87926,0
1/24/2018,565,15.67213,0
1/24/2018,566,15.95381,0
1/24/2018,567,18.24367,0
1/24/2018,568,27.36294,0
1/24/2018,569,33.31024,0
1/24/2018,570,41.816,1.77061
1/24/2018,571,56.10389,6.60209
1/24/2018,572,44.66195,10.7319
1/24/2018,573,40.16022,10.27
1/24/2018,574,37.24795,9.00176
1/24/2018,575,33.73078,11.0207
1/24/2018,576,30.40829,12.6728
1/25/2018,577,29.08576,12.8451
1/25/2018,578,28.01305,12.8897
1/25/2018,579,27.13535,11.9894
