date,hour,USD_per_MWh,wind Hatchet MWh
1/18/2018,417,33.89578,0
1/18/2018,418,28.18007,0
1/18/2018,419,27.39434,0
1/18/2018,420,25.05063,0
1/18/2018,421,21.70749,0
1/18/2018,422,24.81438,0
1/18/2018,423,27.33375,0
1/18/2018,424,30.40299,0
1/18/2018,425,36.28442,0
1/18/2018,426,44.64957,0
1/18/2018,427,48.49787,0
1/18/2018,428,43.13795,0
1/18/2018,429,39.8484,0
1/18/2018,430,36.76819,0
1/18/2018,431,33.23115,0
1/18/2018,432,31.19537,0
1/19/2018,433,27.46486,0
1/19/2018,434,25.74638,0
1/19/2018,435,24.55829,0
1/19/2018,436,24.83119,0
1/19/2018,437,27.04664,0
1/19/2018,438,31.09071,0
1/19/2018,439,40.24114,0
1/19/2018,440,43.65229,0
1/19/2018,441,34.18181,0
1/19/2018,442,29.41622,0
1/19/2018,443,27.52018,0
1/19/2018,444,24.76782,0
1/19/2018,445,23.35723,0
1/19/2018,446,21.63958,0
1/19/2018,447,24.20141,0
1/19/2018,448,28.48944,0.0828847
1/19/2018,449,35.03334,1.86371
1/19/2018,450,38.29923,2.62539
1/19/2018,451,42.6562,1.10965
1/19/2018,452,37.93995,0.946883
1/19/2018,453,37.51866,3.24836
1/19/2018,454,35.92858,3.73294
1/19/2018,455,34.89284,5.43615
1/19/2018,456,29.54717,7.08169
1/20/2018,457,28.80698,7.46411
1/20/2018,458,26.66081,7.45112
1/20/2018,459,26.10511,7.0978
1/20/2018,460,26.08823,6.12508
1/20/2018,461,27.01729,6.44386
1/20/2018,462,29.37395,8.33425
1/20/2018,463,34.13424,9.94379
1/20/2018,464,34.2824,12.8884
1/20/2018,465,26.98508,13.2524
1/20/2018,466,20.8623,13.5698
1/20/2018,467,11.88947,13.5846
1/20/2018,468,14.16348,13.6
1/20/2018,469,10.854,13.6
1/20/2018,470,11.26165,13.6
1/20/2018,471,14.59118,13.6
1/20/2018,472,20.80512,13.6
1/20/2018,473,31.72212,13.6
1/20/2018,474,37.85263,13.6
1/20/2018,475,44.07963,13.6
1/20/2018,476,39.46965,13.6
1/20/2018,477,37.44703,13.6
1/20/2018,478,37.28996,13.6
1/20/2018,479,33.83892,13.6
1/20/2018,480,32.73302,13.6
1/21/2018,481,34.4624,13.6
1/21/2018,482,32.60203,13.6
1/21/2018,483,31.42629,13.6
1/21/2018,484,31.67231,13.5936
1/21/2018,485,32.2386,6.13589
1/21/2018,486,36.1489,3.85823
1/21/2018,487,38.21479,5.9735
1/21/2018,488,36.58959,10.9747
1/21/2018,489,31.36585,13.3274
1/21/2018,490,28.50034,12.3851
1/21/2018,491,22.94612,8.96665
1/21/2018,492,21.7833,9.47896
1/21/2018,493,18.72656,8.05891
1/21/2018,494,19.7019,8.36541
1/21/2018,495,21.9401,6.92017
1/21/2018,496,29.33553,4.25197
1/21/2018,497,36.40895,4.2532
1/21/2018,498,48.22574,6.67051
1/21/2018,499,55.40733,9.62641
1/21/2018,500,44.67501,5.48832
1/21/2018,501,42.06806,2.54909
1/21/2018,502,39.85602,0.339602
1/21/2018,503,34.93711,0
1/21/2018,504,31.55481,0
1/22/2018,505,29.78507,0
1/22/2018,506,28.97432,0
1/22/2018,507,27.11864,0
1/22/2018,508,27.93295,0
1/22/2018,509,29.07136,0.144468
1/22/2018,510,33.24718,0.747114
1/22/2018,511,42.74423,1.56017
1/22/2018,512,46.76222,3.62053
1/22/2018,513,34.78523,6.53663
1/22/2018,514,30.47178,6.52618
1/22/2018,515,27.35007,3.78354
1/22/2018,516,28.53071,5.025
1/22/2018,517,25.71435,7.98761
1/22/2018,518,26.3292,9.81176
1/22/2018,519,25.59065,10.797
1/22/2018,520,30.48536,12.0038
1/22/2018,521,37.69308,13.5849
1/22/2018,522,50.54349,13.6
1/22/2018,523,55.43978,13.6
1/22/2018,524,46.16065,13.6
1/22/2018,525,44.35215,13.6
1/22/2018,526,37.84108,13.6
1/22/2018,527,34.62774,13.6
1/22/2018,528,33.31709,13.6
1/23/2018,529,29.97209,13.6
1/23/2018,530,28.49271,13.6
1/23/2018,531,27.97243,13.6
1/23/2018,532,28.29101,13.6
