87557.3626644137,86957.39956646781,87485.92075106126,86863.87243490323,86890.62771739962,87567.13207551309,87575.03018445274,87610.94441901699,87628.84159106802,87615.29496999389
86957.39956646782,86924.24779532039,87367.70543208111,87160.95683552562,87382.9635447565,87603.51823673832,87581.88348998096,87567.67751827366,87541.56277579117,87597.06854792703
87485.92075106125,87346.7173294377,87385.46913753118,87488.30171755751,87555.50650810683,87603.51823730407,87583.62859583077,87567.67751827369,87541.56284333528,87597.06854792702
86863.8724349032,87140.00461352155,87468.16463279542,87500.06547733651,87499.81336608258,87603.51823634334,87583.62859583079,87567.6775193555,87597.25659394608,87597.06854792702
86890.62626291599,87397.98116545605,87561.07930098905,87561.07930098905,87475.79645014631,87603.51823797481,87583.62859583081,87567.6775172376,87597.2565939461,87597.06854792699
87567.13207551307,87567.1320753283,87567.132076818,87567.1320754737,87567.13207660992,87548.66889326427,87583.6285958308,87567.6775190493,87541.57119973474,87573.62595040469
87629.28004901996,87575.03018445276,87629.28004913394,87630.7233264779,87630.7233264779,87630.72332647645,87504.85542100646,87568.87725305025,87541.57119762682,87592.21732160763
87605.88816772899,87611.42653273363,87612.86981019154,87612.86981019155,87612.86981019155,87612.86981019157,87612.86981019155,87488.69578771103,87541.57119905618,87566.13146343507
87573.14775121209,87573.34969287421,87629.04419887823,87613.32342687713,87633.14733168184,87629.79238969211,87631.74441155465,87633.14733168186,87545.61817893812,87558.06463558957
87615.29496999389,87603.78297822669,87605.22625568502,87597.73176871537,87603.78297822684,87603.78297822623,87605.22625568502,87603.7829782273,87615.29496999388,87545.49516796609
